danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,target
0.422,0.836,3,-4.088,1,0.0361,0.000251,0.00166,0.351,0.165,154.013,245000,4,38.8046,12,1
0.777,0.635,1,-7.231,1,0.13,0.00061,0.516,0.0688,0.503,112.019,399840,4,25.52146,16,0
0.665,0.696,0,-5.763,1,0.0521,0.337,0,0.106,0.711,90.116,227387,4,25.28125,9,1
0.907,0.628,10,-2.551,0,0.0796,0.448,1.32E-06,0.0423,0.902,94.027,253867,4,29.4249,13,1
0.724,0.414,0,-9.952,1,0.0711,0.808,1.71E-05,0.161,0.737,154.875,166507,4,24.17586,9,0
0.648,0.675,10,-7.81,1,0.294,0.0387,0,0.154,0.631,79.419,224575,4,71.04259,6,0
0.516,0.906,7,-5.515,1,0.051,0.0153,0.0173,0.705,0.327,150.003,260694,4,18.88981,15,0
0.512,0.615,11,-5.318,1,0.0319,0.216,0,0.123,0.193,115.884,279227,4,32.57099,9,1
0.448,0.877,1,-5.278,1,0.0458,0.00027,0.906,0.355,0.746,156.004,335640,4,39.61448,17,0
0.698,0.889,9,-4.288,0,0.0409,0.012,1.49E-06,0.065,0.818,128.015,229172,4,29.21658,10,1
0.854,0.903,11,-6.821,0,0.147,0.0423,0.00576,0.316,0.814,131.02,222080,4,53.3623,5,1
0.722,0.686,6,-13.659,1,0.0398,0.313,0.589,0.328,0.962,119.88,358933,4,45.93453,19,0
0.159,0.0331,10,-22.488,1,0.071,0.82,0.998,0.104,0.0336,129.425,646600,5,25.2304,39,0
0.231,0.124,10,-26.448,1,0.0557,0.963,0.883,0.0859,0.0514,129.758,477000,4,129.95233,13,0
0.58,0.898,0,-3.517,1,0.0832,0.000146,7.87E-06,0.359,0.805,140.016,184680,4,28.03375,10,1
0.419,0.918,2,-5.111,0,0.0828,0.00128,0,0.306,0.395,154.394,192699,4,62.40818,7,0
0.316,0.514,7,-7.048,1,0.0271,0.178,0,0.194,0.242,185.882,243947,4,56.40952,10,1
0.576,0.455,7,-7.587,1,0.0267,0.583,2.73E-05,0.0912,0.206,127.856,227040,4,31.2698,10,1
0.566,0.429,2,-9.478,1,0.0286,0.457,3.38E-05,0.173,0.325,147.957,247680,4,55.41528,11,1
0.468,0.554,9,-5.58,1,0.0315,0.744,0,0.0996,0.175,135.903,193427,3,44.34413,6,0
0.601,0.806,7,-4.579,1,0.0345,0.0527,0,0.185,0.711,89.87,231920,4,21.66591,9,1
0.251,0.875,2,-3.938,0,0.0641,0.0118,0,0.127,0.308,136.122,287280,4,47.38856,16,0
0.451,0.498,2,-8.535,1,0.0273,0.0723,0.185,0.0922,0.266,87.373,289227,4,32.18392,11,0
0.577,0.932,6,-6.137,1,0.0593,0.352,0,0.0609,0.92,161.949,182867,4,40.01974,10,1
0.628,0.896,2,-4.132,1,0.0557,0.229,0,0.365,0.666,128.06,178840,4,28.47751,7,1
0.336,0.545,1,-16.639,1,0.0981,0.789,0,0.43,0.265,86.013,31787,4,0,2,0
0.471,0.934,10,-2.779,0,0.107,0.000159,1.22E-05,0.135,0.174,149.781,247813,4,27.93188,14,0
0.67,0.823,5,-10.592,1,0.033,0.00436,0.000192,0.318,0.787,117.44,260133,4,18.88981,15,1
0.133,0.745,7,-8.36,1,0.0449,1.22E-05,0.925,0.078,0.246,80.799,301000,3,38.18346,15,0
0.769,0.685,1,-5.648,1,0.177,0.133,0,0.667,0.771,93.043,290387,4,26.08229,13,1
0.313,0.667,11,-7.65,0,0.0372,0.0318,0,0.0697,0.0391,123.363,262147,4,28.48022,6,0
0.0768,0.235,7,-14.95,0,0.0333,0.891,0.953,0.0825,0.0366,65.853,469556,4,26.66967,20,0
0.131,0.137,2,-20.553,1,0.0387,0.934,0.485,0.087,0.0465,78.577,440800,4,27.56481,20,0
0.682,0.432,6,-7.962,0,0.0347,0.44,0.00765,0.503,0.434,120.008,165973,4,41.27424,7,0
0.495,0.654,11,-7.352,0,0.0389,0.000993,0.943,0.0547,0.503,115.505,321640,4,26.68372,11,0
0.708,0.578,6,-8.686,1,0.0631,0.0095,0,0.353,0.696,133.03,258587,4,28.54212,12,1
0.209,0.997,5,-3.253,1,0.126,0.0125,0.173,0.112,0.29,165.76,232307,4,73.98002,10,0
0.767,0.654,1,-9.088,0,0.289,0.372,0,0.147,0.546,138.062,294067,4,26.58424,13,1
0.236,0.928,2,-9.128,1,0.043,3.70E-05,0.827,0.14,0.539,160.776,216027,4,37.63907,13,0
0.273,0.702,11,-12.429,0,0.281,0.626,0.884,0.18,0.0375,118.712,958533,4,43.97106,35,0
0.268,0.827,11,-4.755,1,0.0551,5.08E-05,0.00957,0.392,0.618,148.714,307693,4,19.84467,14,0
0.705,0.649,11,-7.742,0,0.0651,0.375,0.0102,0.099,0.74,143.625,385677,4,28.43605,15,0
0.623,0.878,2,-3.662,1,0.0372,0.146,0.00191,0.137,0.608,113.225,258360,4,48.1559,11,1
0.163,0.994,11,-5.651,1,0.248,1.01E-05,0.116,0.504,0.0466,95.434,385533,4,24.13964,16,0
0.422,0.0689,9,-27.438,0,0.0322,0.818,0.942,0.101,0.0364,129.898,153996,4,61.40671,5,0
0.627,0.716,2,-7.175,1,0.0352,0.127,0,0.0344,0.734,101.99,186067,4,26.1471,12,1
0.643,0.554,1,-6.475,1,0.0608,0.253,0,0.263,0.617,145.106,197813,4,62.47934,8,0
0.666,0.828,3,-7.599,1,0.0788,0.00602,0.71,0.643,0.221,134.131,344976,4,31.72338,12,0
0.598,0.627,9,-6.323,1,0.038,0.000968,0,0.0626,0.432,119.991,263933,4,37.07733,11,1
0.545,0.932,7,-2.189,0,0.0399,0.000665,0,0.127,0.465,92.956,192000,4,37.74461,5,1
0.385,0.388,10,-11.672,1,0.0294,0.387,0.00503,0.0983,0.324,130.867,183200,3,41.99688,10,0
0.485,0.911,3,-5.749,1,0.0355,8.67E-05,0,0.092,0.568,89.956,249067,4,38.5206,7,1
0.569,0.702,0,-7.184,1,0.0315,0.127,2.53E-06,0.64,0.543,122.204,219573,4,101.49479,9,0
0.564,0.836,0,-7.011,1,0.14,0.00387,0.00279,0.107,0.442,116.721,213293,4,24.21061,11,0
0.631,0.609,2,-9.803,1,0.0509,0.349,0.777,0.223,0.267,124.983,235013,4,36.27817,11,0
0.308,0.873,8,-4.542,1,0.0533,0.00022,0.000729,0.0974,0.686,143.519,206587,4,52.81161,7,1
0.74,0.783,0,-5.367,1,0.0427,0.0297,0.000308,0.123,0.812,100.011,212893,4,19.72847,13,1
0.774,0.822,9,-7.487,0,0.0512,0.0352,1.92E-06,0.0795,0.535,132.084,245203,4,50.03385,11,0
0.77,0.686,11,-6.596,0,0.168,0.00223,2.03E-06,0.347,0.657,100.53,247533,4,41.12756,11,1
0.539,0.827,7,-8.409,1,0.0411,6.56E-05,0.00744,0.0946,0.476,114.993,263533,4,39.05829,10,0
0.499,0.765,9,-4.148,1,0.0521,0.113,0,0.0509,0.665,83.916,232707,4,27.97209,11,1
0.64,0.849,1,-3.994,1,0.357,0.354,0,0.587,0.666,163.925,238573,4,24.80093,11,1
0.728,0.846,6,-6.102,1,0.407,0.102,0,0.233,0.702,145.813,290760,4,85.26459,11,1
0.442,0.921,2,-2.344,1,0.0635,0.259,0,0.163,0.601,178.124,190813,4,43.06213,10,1
0.303,0.934,2,-5.379,1,0.0767,6.67E-05,0.0969,0.11,0.114,132.744,288707,4,49.78768,11,0
0.467,0.975,10,-5.028,1,0.166,6.37E-05,0.065,0.429,0.265,92.405,343600,4,51.41262,11,0
0.777,0.852,11,-5.329,1,0.0295,0.0299,0.000498,0.145,0.877,125.994,208040,4,23.7428,8,1
0.856,0.717,6,-4.358,0,0.209,0.0464,0,0.355,0.738,94.822,238000,4,34.83472,12,1
0.577,0.495,4,-6.007,1,0.0593,0.158,0,0.269,0.522,158.215,220693,4,38.46346,10,1
0.635,0.974,8,-5.373,1,0.052,0.00474,1.56E-05,0.41,0.495,142.049,196467,4,55.66834,11,1
0.571,0.858,8,-5.393,1,0.143,0.288,0,0.0629,0.792,84.615,290840,4,147.48302,8,0
0.605,0.619,9,-8.971,0,0.0261,0.423,0.313,0.0732,0.578,133.074,505773,4,35.74844,15,1
0.451,0.931,9,-3.871,1,0.0719,0.00076,0.0049,0.361,0.172,122.961,302840,4,20.25869,10,1
0.672,0.5,8,-9.866,1,0.0322,0.277,0,0.0954,0.201,95.758,292787,4,75.21086,8,0
0.872,0.786,1,-5.473,1,0.142,0.0348,0,0.0776,0.722,96.002,172680,4,42.35007,11,1
0.726,0.799,1,-5.082,0,0.173,0.49,0,0.14,0.867,100.069,203760,4,28.28972,10,1
0.967,0.583,7,-5.562,0,0.0789,0.0584,0,0.0519,0.964,117,242733,4,45.9564,13,1
0.156,0.999,2,-1.499,1,0.147,0.0249,0,0.227,0.0899,151.199,108440,4,27.55792,7,0
0.369,0.89,8,-6.192,1,0.0516,6.01E-06,0.26,0.178,0.582,84.94,271920,4,29.48449,12,0
0.764,0.398,5,-11.501,0,0.0457,0.303,0.00145,0.0993,0.507,135,286560,4,21.07312,14,0
0.934,0.459,1,-7.654,1,0.189,0.0516,0,0.222,0.697,103.04,239547,4,38.01367,12,1
0.663,0.643,5,-4.383,1,0.0316,0.535,0,0.308,0.368,121.97,228907,4,40.64803,9,1
0.548,0.542,1,-8.435,0,0.0409,0.544,0,0.148,0.389,83.106,271868,4,62.29601,10,1
0.856,0.78,7,-4.256,0,0.105,0.131,0,0.401,0.835,122.067,237173,4,31.20251,15,1
0.176,0.123,1,-16.596,1,0.0439,0.908,0.879,0.208,0.0388,109.536,269067,5,104.80845,7,0
0.262,0.975,1,-6.555,0,0.177,0.000396,0.378,0.297,0.119,135.891,853213,4,42.81075,25,0
0.212,0.979,10,-5.088,0,0.145,1.63E-05,0.0249,0.171,0.386,160.053,196053,4,51.88201,9,0
0.49,0.83,2,-4.434,1,0.031,0.022,0,0.106,0.67,130.073,190693,4,38.35158,9,0
0.895,0.628,10,-3.79,1,0.0473,0.0412,0,0.059,0.34,104.009,258427,4,35.85698,14,1
0.602,0.669,7,-3.904,1,0.0635,0.000917,0,0.114,0.74,137.058,153347,4,22.46207,7,1
0.383,0.161,7,-10.227,1,0.031,0.976,0.00685,0.131,0.391,92.98,280200,4,24.29689,15,0
0.436,0.533,2,-4.266,0,0.0472,0.265,0,0.332,0.366,130.768,327693,4,219.63624,9,1
0.344,0.972,11,-3.675,0,0.116,8.48E-05,0,0.293,0.387,167.819,208187,4,22.94801,8,1
0.517,0.906,1,-3.677,1,0.0735,0.00272,9.26E-06,0.113,0.731,172.977,211520,4,25.39745,8,1
0.749,0.677,5,-3.502,0,0.125,0.211,0,0.196,0.917,96.872,241400,4,43.1736,10,1
0.695,0.595,1,-9.091,1,0.194,0.18,1.20E-05,0.087,0.746,168.136,257000,4,46.41866,13,1
0.741,0.806,5,-7.565,0,0.0423,0.0308,0.9,0.138,0.97,110.002,332640,4,19.25348,8,0
0.494,0.889,6,-5.524,0,0.0455,0.000606,0.425,0.11,0.525,120.472,200680,4,24.6178,9,0
0.194,0.00511,0,-43.178,0,0.047,0.945,0.00193,0.0769,0.0321,84.79,188000,4,48.25093,12,0
0.769,0.806,0,-3.833,1,0.0873,0.0482,0.0627,0.705,0.517,120.001,252267,4,49.2282,11,0
0.537,0.917,6,-5.171,1,0.0322,9.31E-05,1.02E-06,0.351,0.432,101.23,386333,4,62.83441,15,0
0.745,0.867,1,-2.446,1,0.0374,0.017,0,0.281,0.936,106.006,201000,4,20.84027,13,1
0.539,0.233,0,-14.906,0,0.029,0.924,0.805,0.13,0.165,110.245,240600,4,36.85271,12,0
0.109,0.00459,9,-32.667,0,0.0338,0.989,0.89,0.0796,0.0441,70.122,359680,3,26.43355,14,0
0.668,0.397,6,-12.649,0,0.0869,0.175,0.918,0.111,0.379,119.987,483973,4,70.40987,16,0
0.775,0.897,9,-8.327,1,0.106,0.0234,4.19E-05,0.536,0.719,127.004,230507,4,30.28463,9,1
0.371,0.738,6,-7.707,1,0.299,0.0187,3.94E-06,0.381,0.336,98.811,140053,4,46.15147,6,0
0.742,0.753,5,-6.954,0,0.0723,0.244,0,0.105,0.64,109.998,192640,4,48.86994,9,0
0.505,0.842,10,-3.316,1,0.0475,0.0576,0,0.111,0.671,172.136,208693,4,18.50444,10,1
0.676,0.753,8,-6.239,0,0.0252,0.0957,0,0.362,0.772,96.993,241093,4,29.78065,9,1
0.661,0.959,7,-4.439,1,0.0408,0.0539,1.74E-05,0.381,0.96,116.284,221413,4,17.10427,11,1
0.681,0.666,2,-4.984,0,0.0491,0.578,0,0.26,0.732,111.401,230920,4,30.1899,12,1
0.826,0.67,2,-5.559,1,0.169,0.00798,0,0.495,0.794,74.007,226293,4,32.96251,8,1
0.46,0.796,0,-4.501,0,0.0333,0.00107,0,0.106,0.182,100.011,222067,4,33.51396,10,1
0.83,0.746,5,-6.286,0,0.0579,0.00456,0,0.26,0.646,125.992,220507,4,28.11012,11,1
0.697,0.891,6,-4.372,1,0.342,0.453,0,0.11,0.684,98.738,212866,4,34.84179,10,1
0.406,0.975,4,-4.285,0,0.0937,0.000325,0.00018,0.613,0.602,91.826,258187,4,115.41355,9,0
0.281,0.392,0,-9.238,1,0.0353,0.49,0.000283,0.299,0.0697,75.048,90680,3,45.025,5,0
0.619,0.87,2,-4.956,1,0.501,0.41,1.37E-06,0.0571,0.94,188.772,219773,4,19.52978,12,1
0.133,0.0312,4,-35.098,0,0.0463,0.989,0.0287,0.12,0.0361,75.058,213147,4,86.34541,7,0
0.327,0.207,11,-12.046,0,0.0336,0.79,0.125,0.234,0.0613,93.408,748093,4,23.57157,33,0
0.691,0.853,1,-2.528,0,0.0372,0.0631,7.13E-05,0.082,0.762,145.999,215867,4,21.48442,13,1
0.74,0.766,6,-2.939,1,0.178,0.116,0,0.0406,0.807,170.531,235133,4,24.54957,12,1
0.38,0.596,7,-3.469,1,0.0315,0.123,1.46E-06,0.132,0.16,134.443,243267,4,92.71175,7,1
0.829,0.915,8,-3.205,1,0.106,0.226,1.25E-05,0.246,0.779,118.903,203333,4,33.92523,8,1
0.507,0.411,10,-8.657,1,0.0276,0.308,0,0.106,0.184,102.806,268960,3,17.45857,11,1
0.709,0.725,4,-4.999,1,0.0556,0.208,4.54E-05,0.158,0.759,97.046,213360,4,28.35802,6,1
0.42,0.941,10,-8.101,1,0.0645,0.000147,0.0151,0.288,0.267,149.049,241013,4,41.70144,8,0
0.627,0.466,7,-11.2,1,0.0294,0.705,4.66E-06,0.182,0.74,109.944,344413,1,25.7077,15,0
0.655,0.807,0,-7.674,1,0.0309,0.0056,2.42E-05,0.159,0.73,120.781,239560,4,16.96227,11,1
0.573,0.934,5,-3.377,1,0.0372,0.0105,7.26E-05,0.318,0.544,118.773,249160,4,24.91959,11,1
0.568,0.829,7,-4.713,1,0.0461,0.312,2.57E-06,0.514,0.551,155.041,258693,4,26.48483,11,1
0.347,0.143,1,-16.349,1,0.0336,0.949,0.921,0.094,0.0396,90.091,79173,4,17.4163,3,0
0.687,0.783,6,-4.44,1,0.0386,0.162,1.35E-05,0.114,0.443,129.964,231133,4,37.64689,10,1
0.599,0.729,9,-6.182,0,0.0262,0.00206,0.0205,0.337,0.215,98.078,141840,4,36.58817,8,0
0.462,0.549,0,-6.224,1,0.0308,0.225,0,0.148,0.261,127.98,219160,3,49.93105,7,1
0.641,0.601,0,-8.51,1,0.0337,0.508,9.33E-06,0.121,0.553,104.984,217560,4,33.38243,9,1
0.539,0.731,3,-10.006,0,0.164,0.000419,2.49E-05,0.127,0.804,182.992,224420,4,61.26438,10,0
0.342,0.677,5,-11.906,0,0.0568,0.0013,0.00671,0.201,0.501,188.6,207360,4,14.33235,10,0
0.679,0.732,5,-4.393,0,0.238,0.306,0,0.0946,0.904,90.634,230640,4,54.95882,9,1
0.643,0.884,3,-5.083,0,0.0398,0.00562,0,0.132,0.751,123.992,262987,4,39.89773,11,0
0.207,0.777,10,-3.434,1,0.0438,0.000674,0.306,0.0868,0.162,136.855,366667,4,84.66817,13,0
0.558,0.755,5,-7.799,0,0.0778,0.647,0.00235,0.271,0.825,125.782,405867,4,31.55364,19,0
0.58,0.551,9,-6.659,0,0.0459,0.00897,8.67E-05,0.0444,0.533,170.008,351973,4,23.33851,18,0
0.677,0.864,5,-4.062,1,0.0319,0.0551,0,0.351,0.69,119.981,216427,4,47.7337,12,1
0.113,0.951,0,-4.743,0,0.129,0.00176,0.00718,0.334,0.139,200.024,441560,4,39.84572,19,1
0.709,0.555,2,-3.506,1,0.0348,0.000269,0,0.0804,0.638,106,231187,4,23.44629,10,1
0.471,0.875,2,-3.499,1,0.087,0.000652,0,0.239,0.759,177.98,197507,4,27.87034,7,1
0.599,0.733,0,-6.182,0,0.0299,0.327,0,0.091,0.798,147.305,316973,4,39.56064,15,1
0.387,0.507,4,-9.704,0,0.036,0.173,0.142,0.142,0.385,145.626,149969,4,36.25763,9,0
0.589,0.851,6,-11.285,1,0.0587,0.00208,0.642,0.0961,0.256,108.002,293053,4,37.26237,13,0
0.872,0.838,6,-6.687,1,0.26,0.055,0,0.0596,0.932,98.011,272093,4,44.39378,13,1
0.823,0.753,1,-4.199,1,0.476,0.00323,0,0.228,0.656,117.281,224547,5,51.43202,9,1
0.532,0.815,8,-5.834,1,0.0392,0.0301,0,0.0721,0.546,149.728,276480,4,43.40882,13,1
0.887,0.528,7,-7.59,1,0.0862,0.107,0.00158,0.0613,0.729,144.118,305987,4,32.50794,11,0
0.771,0.693,7,-7.483,1,0.293,0.0317,0,0.342,0.525,97.163,203627,4,71.22774,7,1
0.561,0.956,9,-3.331,1,0.0799,0.279,6.83E-06,0.0801,0.78,158.621,175600,4,38.58419,10,1
0.472,0.532,10,-5.882,1,0.0319,0.586,0,0.106,0.152,129.777,257360,4,43.336,11,1
0.793,0.618,2,-8.664,1,0.108,0.109,0,0.331,0.31,119.984,258800,4,33.7315,12,1
0.462,0.738,0,-3.852,1,0.0282,0.0355,7.40E-06,0.101,0.303,77.966,237427,4,43.28616,10,1
0.719,0.85,3,-8.255,0,0.0416,0.0134,0.743,0.0922,0.687,120.02,377746,4,34.14187,19,0
0.171,0.948,3,-8.171,0,0.123,1.12E-05,0.92,0.341,0.0393,81.483,209333,4,45.91581,9,0
0.526,0.781,7,-3.673,1,0.0369,0.0613,0,0.121,0.358,142.06,284707,4,44.42779,13,1
0.433,0.959,9,-4.04,1,0.0431,0.000917,0,0.028,0.365,172.984,269373,4,75.70684,9,1
0.73,0.483,0,-8.959,1,0.327,0.0428,0,0.103,0.535,168.049,212800,4,24.33991,10,1
0.302,0.984,1,-3.142,1,0.125,0.000101,2.91E-06,0.701,0.165,100.723,192933,3,35.96933,10,0
0.451,0.951,1,-3.754,1,0.0645,0.00038,2.39E-06,0.261,0.442,162.065,213933,4,24.16702,10,1
0.675,0.837,2,-5.105,1,0.0354,0.103,0,0.123,0.888,112.53,219973,4,48.86585,9,1
0.638,0.937,0,-4.642,1,0.0444,0.0942,0,0.327,0.762,100.03,192333,4,22.51275,9,1
0.744,0.637,6,-4.483,1,0.0241,0.337,0.000222,0.0696,0.785,100.511,211893,4,20.28123,12,1
0.721,0.836,8,-3.972,0,0.206,0.112,0,0.235,0.508,126.279,244053,4,18.75298,11,1
0.157,0.0941,0,-21.943,1,0.0394,0.905,0.75,0.332,0.0246,133.114,3791480,4,37.33634,159,0
0.165,0.582,5,-9.576,0,0.0807,0.00461,0.165,0.255,0.0754,84.279,267013,4,36.3213,10,0
0.596,0.661,5,-6.239,0,0.226,0.31,0,0.0847,0.86,129.491,232573,5,62.61618,12,1
0.658,0.434,1,-8.527,1,0.025,0.354,1.75E-05,0.112,0.218,83.921,232640,4,62.05212,10,1
0.7,0.758,10,-3.012,0,0.342,0.0444,1.30E-05,0.0401,0.889,78.693,249467,4,24.60842,11,1
0.633,0.886,1,-3.892,1,0.0456,0.109,0,0.0438,0.753,81.811,247827,4,66.38407,9,1
0.705,0.693,11,-7.153,1,0.155,0.374,1.21E-05,0.65,0.555,137.741,252987,4,23.85697,8,1
0.728,0.592,1,-9.518,1,0.0251,0.0569,3.23E-06,0.0409,0.965,104.407,200427,4,55.56276,9,0
0.389,0.539,8,-14.537,1,0.0563,0.132,0.684,0.377,0.355,129.877,111693,4,87.25926,4,0
0.674,0.862,11,-4.614,1,0.0253,0.0157,0.000427,0.169,0.5,129.965,191000,4,22.89914,8,1
0.473,0.968,11,-4.498,1,0.0674,3.24E-05,4.16E-06,0.119,0.319,91.14,376760,4,35.77998,16,0
0.283,0.0575,0,-29.881,0,0.0442,0.982,0.952,0.115,0.0362,63.853,120773,3,19.33937,5,0
0.512,0.93,7,-4.65,1,0.0664,0.00126,0.234,0.275,0.75,156.488,131680,4,39.89194,7,0
0.868,0.92,4,-4.17,0,0.055,0.39,0.00682,0.155,0.694,119.994,213613,4,51.04631,11,1
0.642,0.705,11,-6.976,0,0.195,8.82E-05,0.000144,0.0886,0.201,157.08,99333,4,42.82105,4,0
0.514,0.798,2,-3.669,1,0.0494,0.0612,0,0.104,0.677,145.995,226813,4,36.97279,12,1
0.691,0.528,7,-9.333,1,0.194,0.624,0.00226,0.127,0.693,120.776,238293,4,42.37658,9,0
0.645,0.578,10,-7.606,1,0.0459,0.292,5.49E-06,0.0744,0.459,137.013,214627,4,43.35851,6,1
0.516,0.986,9,-4.413,1,0.12,0.000696,0.00758,0.185,0.436,115.022,251653,4,17.1464,11,0
0.449,0.864,9,-1.159,0,0.0378,0.0133,1.31E-06,0.0984,0.355,105.121,240467,4,31.86774,9,1
0.0597,0.872,0,-4.693,1,0.0679,4.19E-06,0.798,0.336,0.151,65.172,402907,4,26.85053,26,0
0.519,0.721,11,-6.372,1,0.0675,0.151,0.884,0.0494,0.378,153.233,253493,4,35.8456,8,0
0.583,0.829,1,-4.603,1,0.134,0.00864,0,0.0426,0.575,174.028,275987,4,31.41976,15,1
0.487,0.963,1,-5.204,1,0.0452,0.000458,0.0319,0.251,0.505,123.033,283013,4,39.86386,12,0
0.637,0.678,0,-3.798,1,0.266,0.209,0,0.156,0.254,84.039,250760,4,23.25917,13,1
0.669,0.592,7,-4.628,1,0.0317,0.166,0,0.114,0.51,75.938,237667,4,23.61273,11,1
0.566,0.716,10,-6.254,1,0.0253,0.218,3.30E-06,0.185,0.679,92.982,276333,4,24.10008,9,0
0.569,0.596,8,-6.486,1,0.171,0.457,8.99E-05,0.205,0.757,93.134,217347,4,24.00668,12,1
0.478,0.973,0,-4.952,1,0.0485,1.84E-05,6.11E-06,0.398,0.865,169.963,151173,4,35.72352,9,0
0.26,0.974,2,-4.5,1,0.144,2.95E-05,0,0.331,0.427,95.123,204720,4,105.47122,7,0
0.829,0.428,0,-9.469,1,0.083,0.055,0.00423,0.137,0.448,148.077,299333,4,54.38274,12,1
0.567,0.98,0,-7.029,1,0.0315,0.0224,0.614,0.292,0.67,144.847,301880,4,28.0421,14,0
0.449,0.418,4,-8.935,0,0.0294,0.791,0.000767,0.122,0.232,119.273,234920,4,50.2888,8,0
0.153,0.0458,10,-25.959,1,0.0416,0.951,0.0233,0.0743,0.0329,90.586,393800,4,66.71642,16,0
0.418,0.84,0,-2.622,1,0.041,0.21,1.38E-06,0.162,0.659,164.02,227307,4,20.60583,10,1
0.555,0.755,5,-10.775,0,0.0624,2.29E-05,0.0793,0.214,0.61,110.023,324280,4,45.1672,16,0
0.484,0.671,7,-6.696,1,0.0247,0.00546,2.16E-05,0.115,0.288,96.118,236293,4,74.05869,8,1
0.489,0.757,11,-4.062,0,0.0926,0.00981,0,0.234,0.567,168.004,267160,4,29.03989,13,1
0.552,0.171,2,-13.66,0,0.0544,0.955,0.877,0.122,0.152,102.4,244467,4,53.96447,11,0
0.704,0.809,4,-3.045,1,0.0321,0.0233,0,0.0596,0.962,131.952,169413,4,19.16367,9,1
0.435,0.92,4,-1.357,0,0.201,0.235,0.000353,0.552,0.45,188.899,245960,4,38.90238,12,1
0.614,0.619,2,-5.345,1,0.0229,0.012,0,0.152,0.278,81.043,247387,4,42.46622,12,1
0.339,0.931,5,-3.425,0,0.062,0.0015,0.000142,0.425,0.467,112.548,242280,4,40.73236,10,0
0.476,0.967,10,-3.255,0,0.16,0.000767,0,0.297,0.575,110.057,222253,4,25.78389,9,0
0.673,0.766,11,-5.018,1,0.349,0.0724,0,0.0563,0.382,148.113,320893,4,28.68812,12,1
0.105,0.0315,2,-36.662,1,0.0414,0.952,0.808,0.076,0.0349,158.256,189067,1,110.48467,7,0
0.503,0.492,2,-7.607,0,0.0357,0.61,2.40E-05,0.0853,0.352,74.967,227000,4,40.04613,8,1
0.592,0.914,10,-4.753,0,0.0468,0.000259,0.000139,0.0452,0.524,120.031,165653,4,21.11438,7,1
0.539,0.966,1,-5.02,1,0.433,0.0542,0,0.466,0.432,99.142,235533,4,35.7428,12,1
0.643,0.837,0,-4.535,1,0.0316,0.379,8.76E-06,0.18,0.787,123.777,223400,4,17.72421,13,1
0.716,0.736,9,-11.715,1,0.0319,0.00731,0.0167,0.0594,0.617,144.993,469147,4,30.05515,26,0
0.689,0.922,11,-4.56,1,0.0372,0.0143,0,0.335,0.72,103.975,247867,4,17.72377,13,1
0.562,0.292,4,-10.377,1,0.0284,0.46,0,0.0926,0.235,128.701,215293,4,46.63182,8,1
0.522,0.918,3,-6.773,0,0.0402,0.00272,0.821,0.065,0.247,141.995,308333,4,50.70028,13,0
0.806,0.686,8,-2.754,0,0.156,0.254,0,0.0613,0.63,84.011,224227,4,54.35844,9,1
0.168,0.596,9,-13.892,1,0.0469,0.582,0.11,0.594,0.493,145.902,253507,4,27.11679,9,0
0.606,0.591,0,-7.228,0,0.087,0.0756,0,0.328,0.477,95.802,252973,4,58.37948,11,1
0.576,0.814,6,-5.818,1,0.0363,0.216,1.35E-06,0.0969,0.766,98.024,224787,4,77.63869,5,1
0.386,0.944,0,-4.334,1,0.0941,6.79E-05,0.0153,0.338,0.374,154.175,325800,4,28.60038,15,0
0.721,0.794,4,-6.134,1,0.132,0.0195,0.00013,0.283,0.562,103.211,228493,4,42.45346,9,1
0.656,0.578,7,-8.97,0,0.0922,0.235,0,0.118,0.556,94.514,256733,4,34.93115,9,1
0.635,0.518,1,-7.131,1,0.0439,0.463,0,0.169,0.513,124.044,245067,4,25.7596,12,1
0.654,0.901,1,-6.401,1,0.0477,0.00446,4.68E-06,0.057,0.73,138.879,212427,4,31.52885,11,1
0.589,0.953,4,-3.317,1,0.0619,0.0328,0.00102,0.062,0.772,119.967,207880,4,23.00748,10,1
0.524,0.797,2,-4.777,1,0.0329,0.209,0,0.286,0.783,159.859,227840,4,40.24797,11,1
0.706,0.841,7,-3.956,1,0.0418,7.95E-05,0,0.0688,0.861,132.032,220227,4,125.52983,5,1
0.536,0.7,5,-6.583,0,0.0522,0.00575,0.0368,0.2,0.611,135.192,194587,4,25.29259,11,0
0.472,0.892,11,-3.52,1,0.135,0.00532,0,0.406,0.813,149.157,164973,4,68.40105,5,1
0.418,0.249,3,-13.744,1,0.0301,0.841,0.661,0.112,0.213,82.803,218547,4,33.61878,9,1
0.412,0.446,0,-7.343,0,0.0286,0.274,3.87E-06,0.101,0.167,134.557,240590,3,15.21312,12,0
0.36,0.924,2,-5.583,0,0.0672,0.000109,0.112,0.285,0.44,139.905,168547,4,61.97358,7,0
0.634,0.653,11,-5.89,1,0.0689,0.434,0,0.109,0.5,116.156,264640,4,38.37958,12,1
0.583,0.584,5,-5.362,0,0.0314,0.254,0,0.123,0.136,140.039,219493,4,39.06201,9,1
0.738,0.755,8,-5.728,1,0.0391,0.0272,0,0.273,0.19,93.047,201120,4,32.50222,14,1
